ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00,281.2982790104035,277.1728404914153,275.35761519443804,268.99396018250667
2022-06-01 00:10,280.7717498690104,277.0558488527295,274.7995601702503,266.94245047093324
2022-06-01 00:20,282.697993847733,277.6951770443893,274.589247210528,265.30057364644927
2022-06-01 00:30,285.7031346965984,277.9066294399267,274.37798559348596,261.66395370029727
2022-06-01 00:40,286.1625718258433,277.49934431328563,274.36039462166417,259.6851149538257
2022-06-01 00:50,283.7225489568686,276.88902635344914,272.48832976007645,258.58447408912707
2022-06-01 01:00,282.46045811753487,275.80349092712356,272.7613898639752,258.44474806749264
2022-06-01 01:10,282.07816487865006,275.91943228937987,272.8404096857508,258.8796009883439
2022-06-01 01:20,280.0763987391682,274.75943127020525,272.03260620571893,258.9181229365375
2022-06-01 01:30,279.0408545286009,275.1685334853075,271.65309455255715,260.28139828232145
2022-06-01 01:40,277.89942337435565,274.6281823657177,271.6472254813917,260.19036653630184
2022-06-01 01:50,276.2958144326757,274.39790716118966,271.84509490120024,261.8321973785398
2022-06-01 02:00,274.7488705794445,273.2524196146449,270.77919496040073,262.36910724673714
2022-06-01 02:10,274.06828539984446,272.7596714177169,270.3271981821113,262.07789759734567
2022-06-01 02:20,273.5785488045288,271.98909836441396,269.5598127395372,261.98655906133433
2022-06-01 02:30,274.62133940579776,272.78244531168986,269.6885563632062,261.88304598434746
2022-06-01 02:40,274.92498864865286,273.1871894306926,270.2123732082197,261.17292016805015
2022-06-01 02:50,275.40439667916854,273.1064702781183,269.7430752247752,259.8673473636658
2022-06-01 03:00,275.239002749054,272.8157165424415,269.3312532000384,259.30890260907347
2022-06-01 03:10,276.2791229456459,273.24208246685976,269.2265331527897,258.4557698482073
2022-06-01 03:20,276.14902510186243,272.2949263347751,268.83576884670754,257.39176691163505
2022-06-01 03:30,276.78887344633506,272.14594194146156,268.4071454294202,255.69037298841823
2022-06-01 03:40,275.61142797274334,271.2445660292397,267.2504613569503,254.80366029842415
2022-06-01 03:50,275.44297814479114,270.79356289136905,267.00652698613044,254.07901198637737
2022-06-01 04:00,274.50622567463614,270.27677287494805,267.0293133228203,254.14160989191322
2022-06-01 04:10,273.19298148435007,270.80959424955853,267.55707833725876,254.440686457764
2022-06-01 04:20,273.0428217270243,270.6084858335035,267.2865086154106,254.5800248899307
2022-06-01 04:30,272.85707000395587,270.6892668149117,268.20473940239265,255.5927562961198
2022-06-01 04:40,272.9572571894532,270.8800471105233,268.2307136636498,256.41252109768453
2022-06-01 04:50,273.07242311245784,271.15925838733597,268.3941223924388,257.50995859402605
2022-06-01 05:00,273.2352365877421,270.9422724729863,267.9424238456153,257.42535717139145
2022-06-01 05:10,273.4200698462119,269.9591799517213,266.89307384629575,256.79130276822923
2022-06-01 05:20,273.5165952826512,269.928738438963,266.3877804142558,255.88681030173225
2022-06-01 05:30,273.6239953966148,270.19953052251475,266.42100093522237,255.96848823173758
2022-06-01 05:40,273.4295921026279,270.17394024480103,265.94166602309946,254.78242686738852
2022-06-01 05:50,273.29851472193246,270.1096251404939,265.9313292708192,254.50063160164314
2022-06-01 06:00,273.2704490778527,270.1852505076303,265.9670038918026,254.63333758273376
2022-06-01 06:10,273.1239045609106,270.3908270664864,265.6693362024748,254.8677001728178
2022-06-01 06:20,273.15719757509976,270.3682064086828,264.4473613722946,254.5976810407711
2022-06-01 06:30,273.04482692028677,270.45404185487865,264.67733810651464,254.37215282329822
2022-06-01 06:40,273.0459723316659,270.27679462463306,264.12802140323697,253.45860193069132
2022-06-01 06:50,273.06305379471974,270.1845374327182,264.2696776132451,253.1153544426519
2022-06-01 07:00,274.137367714199,270.30027606521685,265.16268724572603,251.20469572354796
2022-06-01 07:10,274.1907390098886,270.03544760430793,265.4696935856196,251.6384310262295
2022-06-01 07:20,274.8482146735117,270.34758002850543,265.6933539728635,251.85954258548878
2022-06-01 07:30,273.99930438617537,269.93167937080045,265.55186581204146,251.32304898944875
2022-06-01 07:40,272.8406489034213,269.61499832604915,265.74374672819914,253.79455616827227
2022-06-01 07:50,272.83313178978585,269.7974252030245,266.6894861050848,255.34516531261667
2022-06-01 08:00,273.07481453034717,270.7641504799187,267.5413737202094,258.04095309475406
2022-06-01 08:10,278.9420563443841,275.3936756810118,270.5801695124077,278.4532983725529
2022-06-01 08:20,278.3006391535352,273.6042832638785,269.13036564490386,287.26634223526156
2022-06-01 08:30,279.6312096528051,274.4746294112582,273.45255198697,291.9160168521227
2022-06-01 08:40,276.623813909686,272.4155678910108,276.7928051561694,298.0411943044246
